"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","0.0","Title-{MB_52507+WDC_21294}","MB_52507+WDC_21294","{Wild Young Hearts|Wild Young Hearts (Digital version)}","Wild Young Hearts (Digital version)",,
"Title","1.0","Title-{MB_37666+WDC_34920}","MB_37666+WDC_34920","{Most Wanted|Most Wanted}","Most Wanted",,
"Title","1.0","Title-{MB_26742+spy_1618}","MB_26742+spy_1618","{Autopsie 0|Autopsie 0}","Autopsie 0",,
"Title","1.0","Title-{MB_67069+spy_10991}","MB_67069+spy_10991","{Our Spring : Who?|Our Spring : Who?}","Our Spring : Who?",,
"Title","1.0","Title-{MB_27844+WDC_8612}","MB_27844+WDC_8612","{Holiday In The Sun|Holiday in the Sun}","Holiday In The Sun",,
"Title","1.0","Title-{MB_70241+WDC_18825+WDC_5213}","MB_70241+WDC_18825+WDC_5213","{Call Me Crazy|Call Me Crazy|Call Me Crazy}","Call Me Crazy",,
"Title","1.0","Title-{MB_63910+WDC_28186}","MB_63910+WDC_28186","{Accetto miracoli|Accetto Miracoli}","Accetto miracoli",,
"Title","1.0","Title-{MB_61162+spy_13272}","MB_61162+spy_13272","{Rumba a lo desconocido|Rumba a lo Desconocido}","Rumba a lo Desconocido",,
"Title","1.0","Title-{MB_15976+spy_441}","MB_15976+spy_441","{Doo-Wops & Hooligans|Doo-Wops & Hooligans}","Doo-Wops & Hooligans",,
"Title","1.0","Title-{MB_9763+WDC_27144+WDC_3305}","MB_9763+WDC_27144+WDC_3305","{Face the Brutality|Face the Brutality|Face the Brutality}","Face the Brutality",,
"Title","1.0","Title-{MB_9471+spy_14156}","MB_9471+spy_14156","{you broke me first|you broke me first}","you broke me first",,
"Title","1.0","Title-{MB_41235+WDC_29810}","MB_41235+WDC_29810","{Salem's Bend|Salem's Bend}","Salem's Bend",,
"Title","1.0","Title-{MB_3223+WDC_38189}","MB_3223+WDC_38189","{Jazz Rmxs|Jazz Rmxs}","Jazz Rmxs",,
"Title","1.0","Title-{MB_39669+WDC_33375}","MB_39669+WDC_33375","{Love and Life: A Journey With the Chameleons|Love And Life. A Journey With The Chameleons.}","Love And Life. A Journey With The Chameleons.",,
"Title","1.0","Title-{MB_2791+WDC_34121+WDC_40743}","MB_2791+WDC_34121+WDC_40743","{Shapeshifter|Shapeshifter|Shapeshifter}","Shapeshifter",,
"Title","1.0","Title-{MB_65966+WDC_40999}","MB_65966+WDC_40999","{The Itch|The Itch}","The Itch",,
"Title","1.0","Title-{MB_17050+WDC_6363}","MB_17050+WDC_6363","{The Autumn Offering|The Autumn Offering}","The Autumn Offering",,
"Title","1.0","Title-{MB_37456+spy_14598}","MB_37456+spy_14598","{#FFFFFF|#FFFFFF}","#FFFFFF",,
"Title","1.0","Title-{MB_25204+WDC_25238+WDC_36921}","MB_25204+WDC_25238+WDC_36921","{Ricochet|Ricochet|Ricochet}","Ricochet",,
"Title","1.0","Title-{MB_51339+WDC_40063}","MB_51339+WDC_40063","{Amar la trama|Amar la trama}","Amar la trama",,
"Title","1.0","Title-{MB_47407+WDC_39648}","MB_47407+WDC_39648","{The Digging Remedy|The Digging Remedy}","The Digging Remedy",,
"Title","1.0","Title-{MB_13217+MB_13219+spy_12119}","MB_13217+MB_13219+spy_12119","{Jordan Davis|Jordan Davis|Jordan Davis}","Jordan Davis",,
"Title","1.0","Title-{MB_4835+MB_4839+spy_10160}","MB_4835+MB_4839+spy_10160","{Superstar|Superstar|Superstar}","Superstar",,
"Title","1.0","Title-{MB_32074+WDC_24248}","MB_32074+WDC_24248","{The Business of Basslines|The Business of Basslines}","The Business of Basslines",,
"Title","1.0","Title-{MB_61935+WDC_20032}","MB_61935+WDC_20032","{Shame On Me|Shame On Me}","Shame On Me",,
"Title","1.0","Title-{MB_50368+WDC_31257}","MB_50368+WDC_31257","{Angel Face|Angel Face}","Angel Face",,
"Title","1.0","Title-{MB_17393+WDC_1553+WDC_20910}","MB_17393+WDC_1553+WDC_20910","{Skeewiff In Wonderland|Skeewiff In Wonderland|Skeewiff In Wonderland}","Skeewiff In Wonderland",,
"Title","1.0","Title-{MB_55001+WDC_14073+WDC_2854+WDC_35834+WDC_9612}","MB_55001+WDC_14073+WDC_2854+WDC_35834+WDC_9612","{Define the Great Line|Define The Great Line|Define The Great Line|Define The Great Line|Define The Great Line}","Define the Great Line",,
"Title","0.6","Title-{MB_62965+MB_62966+MB_62970+MB_62971+spy_17346}","MB_62965+MB_62966+MB_62970+MB_62971+spy_17346","{Slekta II|Slekta III|Slekta II|Slekta III|Slekta II}","Slekta III",,
"Title","1.0","Title-{MB_15578+MB_15582+spy_6430}","MB_15578+MB_15582+spy_6430","{Rattlesnake|Rattlesnake|Rattlesnake}","Rattlesnake",,
"Title","1.0","Title-{MB_49640+WDC_449}","MB_49640+WDC_449","{Mystery Bay|Mystery Bay}","Mystery Bay",,
"Title","1.0","Title-{MB_22178+spy_13994}","MB_22178+spy_13994","{Blow Up|Blow Up}","Blow Up",,
"Title","1.0","Title-{MB_40971+WDC_22136}","MB_40971+WDC_22136","{Zizzing|Zizzing}","Zizzing",,
"Title","1.0","Title-{MB_2874+WDC_2577}","MB_2874+WDC_2577","{To|TO}","TO",,
"Title","1.0","Title-{MB_27727+spy_5551}","MB_27727+spy_5551","{Kabul Fire, Vol. 1|Kabul Fire Vol. 1}","Kabul Fire, Vol. 1",,
"Title","1.0","Title-{MB_62733+WDC_13141+WDC_24417+WDC_44051}","MB_62733+WDC_13141+WDC_24417+WDC_44051","{Utopia Banished|Utopia Banished|Utopia Banished|Utopia Banished}","Utopia Banished",,
"Title","1.0","Title-{MB_50423+WDC_34263}","MB_50423+WDC_34263","{Aftermath of the Lowdown|Aftermath of the Lowdown}","Aftermath of the Lowdown",,
"Title","1.0","Title-{MB_48952+MB_48953+spy_173}","MB_48952+MB_48953+spy_173","{Outside|Outside|Outside}","Outside",,
"Title","0.0","Title-{MB_51890+WDC_25808}","MB_51890+WDC_25808","{I Can't Get No (Wahaha)|I Can't Get No (Wahaha) (Remixes)}","I Can't Get No (Wahaha) (Remixes)",,
"Title","0.0","Title-{MB_56462+WDC_21687}","MB_56462+WDC_21687","{Just One Look / Bossa Nova Blues|Just One Look}","Just One Look / Bossa Nova Blues",,
"Title","0.6666666666666666","Title-{MB_77882+WDC_39231+WDC_40089}","MB_77882+WDC_39231+WDC_40089","{The Brian Setzer Collection '81 - '88|The Brian Setzer Collection 1981-1988 (Remastered)|The Brian Setzer Collection 1981-1988 (Remastered)}","The Brian Setzer Collection 1981-1988 (Remastered)",,
"Title","1.0","Title-{MB_33181+spy_5681}","MB_33181+spy_5681","{Certified Hitmaker (AVA Leak)|Certified Hitmaker (AVA Leak)}","Certified Hitmaker (AVA Leak)",,
"Title","0.0","Title-{MB_44752+WDC_27787}","MB_44752+WDC_27787","{A Sunday Kind Of Love / I’ll Never Tell|A Sunday Kind of Love}","A Sunday Kind Of Love / I’ll Never Tell",,
"Title","1.0","Title-{MB_49163+spy_8185}","MB_49163+spy_8185","{Ved Du Har Mig|Ved Du Har Mig}","Ved Du Har Mig",,
"Title","1.0","Title-{MB_24429+spy_4604}","MB_24429+spy_4604","{Meth Lab Season 3: The Rehab|Meth Lab Season 3 : The Rehab}","Meth Lab Season 3 : The Rehab",,
"Title","1.0","Title-{MB_67905+WDC_18354}","MB_67905+WDC_18354","{Queen of Hearts|Queen of Hearts}","Queen of Hearts",,
"Title","1.0","Title-{MB_25318+spy_2708}","MB_25318+spy_2708","{All I Think About Is You|All I Think About Is You}","All I Think About Is You",,
"Title","0.0","Title-{MB_69708+WDC_13434}","MB_69708+WDC_13434","{I'd Rather Write A Symphony|I'd Rather Write A Symphony (Remastered 2009)}","I'd Rather Write A Symphony (Remastered 2009)",,
"Title","0.6666666666666666","Title-{MB_58505+MB_58510+spy_4705}","MB_58505+MB_58510+spy_4705","{The Party (This Is How We Do It)|The Party (This Is How We Do It) (The Remixes)|The Party (This Is How We Do It)}","The Party (This Is How We Do It) (The Remixes)",,
"Title","1.0","Title-{MB_36813+spy_10484}","MB_36813+spy_10484","{Posfácio|Posfácio}","Posfácio",,
"Title","0.0","Title-{MB_72035+spy_14498}","MB_72035+spy_14498","{Twerk It Like Miley [Hedegaard Remix]|Twerk It Like Miley}","Twerk It Like Miley [Hedegaard Remix]",,
"Title","0.6666666666666666","Title-{MB_78453+WDC_30266+WDC_5178}","MB_78453+WDC_30266+WDC_5178","{I Got My Mind Made Up|I Got My Mind Made Up - The Best of Instant Funk|I Got My Mind Made Up - The Best of Instant Funk}","I Got My Mind Made Up - The Best of Instant Funk",,
"Title","1.0","Title-{MB_76824+spy_5664}","MB_76824+spy_5664","{Vastupandamatu|Vastupandamatu}","Vastupandamatu",,
"Title","1.0","Title-{MB_34368+spy_15226}","MB_34368+spy_15226","{Robyn|Robyn}","Robyn",,
"Title","1.0","Title-{MB_34912+WDC_29211+WDC_44921}","MB_34912+WDC_29211+WDC_44921","{Rattle That Lock|Rattle That Lock|Rattle That Lock}","Rattle That Lock",,
"Title","1.0","Title-{MB_78124+WDC_3863}","MB_78124+WDC_3863","{The Day the Earth Caught Fire|The Day the Earth Caught Fire}","The Day the Earth Caught Fire",,
"Title","0.0","Title-{MB_18461+WDC_44354}","MB_18461+WDC_44354","{Bruder vor Luder|Bruder vor Luder (Music from the Movie \'Bruder vor Luder\')}","Bruder vor Luder (Music from the Movie \'Bruder vor Luder\')",,
"Title","0.0","Title-{MB_75396+spy_19015}","MB_75396+spy_19015","{Dragonborn Part 3 (Oceans Apart)|Dragonborn part 3 (Oceans Apart) [feat. Sian Evans]}","Dragonborn part 3 (Oceans Apart) [feat. Sian Evans]",,
"Title","0.0","Title-{MB_7637+spy_17398}","MB_7637+spy_17398","{Hoy me desacato (Dale Pipo) (remix)|Hoy Me Desacato Dale Pipo}","Hoy me desacato (Dale Pipo) (remix)",,
"Title","1.0","Title-{MB_37230+WDC_4649}","MB_37230+WDC_4649","{Ein schöner Tag|Ein schöner Tag}","Ein schöner Tag",,
"Title","1.0","Title-{MB_43556+spy_13567}","MB_43556+spy_13567","{Hauli Hauli|Hauli Hauli}","Hauli Hauli",,
"Title","1.0","Title-{MB_11970+WDC_41646}","MB_11970+WDC_41646","{Every Little Honky Tonk Bar|Every Little Honky Tonk Bar}","Every Little Honky Tonk Bar",,
"Title","0.6666666666666666","Title-{MB_49367+WDC_8143+spy_6290}","MB_49367+WDC_8143+spy_6290","{More of Me|More of Me (From \'Tangled: Before Ever After\')|More of Me (From ""Tangled: Before Ever After"")}","More of Me (From \'Tangled: Before Ever After\')",,
"Title","1.0","Title-{MB_23542+spy_1099}","MB_23542+spy_1099","{WHO CARES?|WHO CARES?}","WHO CARES?",,
"Title","1.0","Title-{MB_44566+WDC_26629}","MB_44566+WDC_26629","{Sjukdom|Sjukdom}","Sjukdom",,
"Title","1.0","Title-{MB_62967+MB_62968+spy_17347}","MB_62967+MB_62968+spy_17347","{OnklP & De Fjerne Slektningene|OnklP & De Fjerne Slektningene|OnklP & De Fjerne Slektningene}","OnklP & De Fjerne Slektningene",,
"Title","1.0","Title-{MB_68280+WDC_10757}","MB_68280+WDC_10757","{Können Sie das groß machen bitte?!|Können sie das groß machen bitte?!}","Können sie das groß machen bitte?!",,
"Title","0.0","Title-{MB_71378+spy_11687}","MB_71378+spy_11687","{If You Like Pina Coladas|If You Like Pina Coladas (feat. Rayvon)}","If You Like Pina Coladas (feat. Rayvon)",,
"Title","1.0","Title-{MB_61134+MB_61137+spy_4883}","MB_61134+MB_61137+spy_4883","{Utopian|Utopian|Utopian}","Utopian",,
"Title","1.0","Title-{MB_79350+spy_2852}","MB_79350+spy_2852","{Gettin Money Moment|Gettin Money Moment}","Gettin Money Moment",,
"Title","1.0","Title-{MB_22680+WDC_12517+WDC_26242+WDC_5576+WDC_6902+WDC_9750}","MB_22680+WDC_12517+WDC_26242+WDC_5576+WDC_6902+WDC_9750","{Live & Direct|Live & Direct|Live & Direct|Live & Direct|Live & Direct|Live & Direct}","Live & Direct",,
"Title","1.0","Title-{MB_19180+WDC_29482+WDC_774}","MB_19180+WDC_29482+WDC_774","{Pride|Pride|Pride}","Pride",,
"Title","1.0","Title-{MB_91+WDC_35298}","MB_91+WDC_35298","{Origins|Origins}","Origins",,
"Title","1.0","Title-{MB_18705+WDC_10722+WDC_15073}","MB_18705+WDC_10722+WDC_15073","{RAMU|RAMU|RAMU}","RAMU",,
"Title","0.0","Title-{MB_73239+WDC_32813}","MB_73239+WDC_32813","{The Final Tic|The Final Tic (Explicit)}","The Final Tic (Explicit)",,
"Title","1.0","Title-{MB_25422+spy_11511}","MB_25422+spy_11511","{Beautiful Scars|Beautiful Scars}","Beautiful Scars",,
"Title","1.0","Title-{MB_42449+spy_11318}","MB_42449+spy_11318","{Yadigar|Yadigar}","Yadigar",,
"Title","0.0","Title-{MB_46803+WDC_31662}","MB_46803+WDC_31662","{Rock Your Baby|Rock Your Baby: The Best of George McCrae}","Rock Your Baby: The Best of George McCrae",,
"Title","1.0","Title-{MB_9484+spy_1951}","MB_9484+spy_1951","{Never Have I Ever|Never Have I Ever}","Never Have I Ever",,
"Title","1.0","Title-{MB_60636+spy_4928}","MB_60636+spy_4928","{Akustik Travma|Akustik Travma}","Akustik Travma",,
"Title","1.0","Title-{MB_64504+WDC_644}","MB_64504+WDC_644","{Wasted Youth Brew|Wasted Youth Brew}","Wasted Youth Brew",,
"Title","1.0","Title-{MB_22788+WDC_44447}","MB_22788+WDC_44447","{You’re a Woman, I’m a Machine|You're A Woman, I'm A Machine}","You’re a Woman, I’m a Machine",,
"Title","1.0","Title-{MB_30696+spy_6832}","MB_30696+spy_6832","{The Coldest Winter Ever|The Coldest Winter Ever}","The Coldest Winter Ever",,
"Title","1.0","Title-{MB_43964+WDC_21311}","MB_43964+WDC_21311","{No Ways Tired|No Ways Tired}","No Ways Tired",,
"Title","1.0","Title-{MB_48563+WDC_44123}","MB_48563+WDC_44123","{Rejuvenate|Rejuvenate}","Rejuvenate",,
"Title","1.0","Title-{MB_51539+WDC_20046+WDC_21392+WDC_34588+WDC_8260}","MB_51539+WDC_20046+WDC_21392+WDC_34588+WDC_8260","{Room 112|Room 112|Room 112|Room 112|Room 112}","Room 112",,
"Title","0.0","Title-{MB_11282+spy_7165}","MB_11282+spy_7165","{Night Away (Dance)|Night Away (Dance) (feat. Tion Wayne)}","Night Away (Dance) (feat. Tion Wayne)",,
"Title","1.0","Title-{MB_22678+WDC_14377+WDC_18241+WDC_27865+WDC_29919+WDC_31524}","MB_22678+WDC_14377+WDC_18241+WDC_27865+WDC_29919+WDC_31524","{Cool Summer Reggae|Cool Summer Reggae|Cool Summer Reggae|Cool Summer Reggae|Cool Summer Reggae|Cool Summer Reggae}","Cool Summer Reggae",,
"Title","1.0","Title-{MB_6818+spy_2080}","MB_6818+spy_2080","{Beni İyi Sanıyorlar|Beni İyi Sanıyorlar}","Beni İyi Sanıyorlar",,
"Title","1.0","Title-{MB_9185+WDC_28405+WDC_39415}","MB_9185+WDC_28405+WDC_39415","{You Belong to the City|You Belong To The City|You Belong To The City}","You Belong To The City",,
"Title","0.0","Title-{MB_65650+spy_6800}","MB_65650+spy_6800","{Glee: The Music, Celebrating 100 Episodes|Glee: The Music presents The Warblers}","Glee: The Music, Celebrating 100 Episodes",,
"Title","1.0","Title-{MB_65016+WDC_26072}","MB_65016+WDC_26072","{Animal Spirits|Animal Spirits}","Animal Spirits",,
"Title","1.0","Title-{MB_45166+WDC_14721}","MB_45166+WDC_14721","{Rough & Rugged|Rough & Rugged}","Rough & Rugged",,
"Title","1.0","Title-{MB_15836+WDC_11091}","MB_15836+WDC_11091","{Syreeta|Syreeta}","Syreeta",,
"Title","1.0","Title-{MB_52824+MB_52826+MB_52828+spy_126}","MB_52824+MB_52826+MB_52828+spy_126","{Or Noir Part 3|Or Noir Part 3|Or Noir Part 3|Or Noir Part 3}","Or Noir Part 3",,
"Title","1.0","Title-{MB_55084+MB_55088+spy_9314}","MB_55084+MB_55088+spy_9314","{Ray Guns Are Not Just the Future|Ray Guns Are Not Just the Future|Ray Guns Are Not Just The Future}","Ray Guns Are Not Just The Future",,
"Title","1.0","Title-{MB_56316+WDC_37448}","MB_56316+WDC_37448","{Live|Live}","Live",,
"Title","1.0","Title-{MB_7450+spy_16021}","MB_7450+spy_16021","{CLOSURE (stripped)|CLOSURE (Stripped)}","CLOSURE (stripped)",,
"Title","1.0","Title-{MB_51749+WDC_13240}","MB_51749+WDC_13240","{Duniya|Duniya}","Duniya",,
"Title","1.0","Title-{MB_20433+spy_8404}","MB_20433+spy_8404","{Pornostalgia|Pornostalgia}","Pornostalgia",,
"Title","1.0","Title-{MB_4484+WDC_3294+WDC_572+WDC_8840}","MB_4484+WDC_3294+WDC_572+WDC_8840","{Wreckage|Wreckage|Wreckage|Wreckage}","Wreckage",,
"Title","1.0","Title-{MB_45448+WDC_482}","MB_45448+WDC_482","{Jam on It|Jam On It}","Jam On It",,
"Title","1.0","Title-{MB_52177+WDC_39449+WDC_7295}","MB_52177+WDC_39449+WDC_7295","{The Game|The Game|The Game}","The Game",,
"Title","1.0","Title-{MB_18009+MB_18010+spy_10042}","MB_18009+MB_18010+spy_10042","{Sick Travellin'|Sick Travellin'|Sick Travellin'}","Sick Travellin'",,
"Title","1.0","Title-{MB_46609+WDC_36812+WDC_37413}","MB_46609+WDC_36812+WDC_37413","{37 Channels|37 Channels|37 Channels}","37 Channels",,
"Title","1.0","Title-{MB_77052+spy_2686}","MB_77052+spy_2686","{New Politics|New Politics}","New Politics",,
"Title","1.0","Title-{MB_34945+spy_13009}","MB_34945+spy_13009","{Cozz & Effect|Cozz & Effect}","Cozz & Effect",,
"Title","1.0","Title-{MB_68485+spy_2172}","MB_68485+spy_2172","{Legendarisk|Legendarisk}","Legendarisk",,
"Title","0.6666666666666666","Title-{MB_37263+MB_37268+spy_6472}","MB_37263+MB_37268+spy_6472","{Auf der Jagd|Auf der Jagd Mixtape|Auf der Jagd (Mixtape)}","Auf der Jagd (Mixtape)",,
"Title","1.0","Title-{MB_5332+WDC_23257}","MB_5332+WDC_23257","{Vengo (salsa version)|Vengo (Salsa Version)}","Vengo (Salsa Version)",,
"Title","1.0","Title-{MB_74946+WDC_35738}","MB_74946+WDC_35738","{Lupe Luep Peul Epul|lupe luep peul epul}","Lupe Luep Peul Epul",,
"Title","1.0","Title-{MB_36951+WDC_10622+WDC_1280+WDC_31548}","MB_36951+WDC_10622+WDC_1280+WDC_31548","{New Tradition|New Tradition|New Tradition|New Tradition}","New Tradition",,
"Title","1.0","Title-{MB_77059+spy_18573}","MB_77059+spy_18573","{Take Me When You Go|Take Me When You Go}","Take Me When You Go",,
"Title","1.0","Title-{MB_10312+WDC_15418+WDC_421+WDC_5186+WDC_7482+WDC_9511}","MB_10312+WDC_15418+WDC_421+WDC_5186+WDC_7482+WDC_9511","{Soul Limbo|Soul Limbo|Soul Limbo|Soul Limbo|Soul Limbo|Soul Limbo}","Soul Limbo",,
"Title","1.0","Title-{WDC_42958+spy_4520}","WDC_42958+spy_4520","{My Cherie Amour|My Cherie Amour}","My Cherie Amour",,
"Title","1.0","Title-{MB_52094+WDC_20205}","MB_52094+WDC_20205","{The Stand|The Stand}","The Stand",,
"Title","0.0","Title-{MB_28035+spy_19347}","MB_28035+spy_19347","{Greatest Hits With a Twist|Greatest Hits with a Twist - Deluxe Edition}","Greatest Hits with a Twist - Deluxe Edition",,
"Title","1.0","Title-{MB_6695+WDC_32472}","MB_6695+WDC_32472","{Everything Will Never Be OK|Everything Will Never Be OK}","Everything Will Never Be OK",,
"Title","1.0","Title-{MB_4510+WDC_13284}","MB_4510+WDC_13284","{Versatile|Versatile}","Versatile",,
"Title","0.0","Title-{MB_70991+WDC_20638+WDC_35516}","MB_70991+WDC_20638+WDC_35516","{Like the Wind|Like The Wind (Digital Version 2)|Like The Wind (Digital Version 1)}","Like The Wind (Digital Version 2)",,
"Title","1.0","Title-{MB_44032+spy_15452}","MB_44032+spy_15452","{Heartbreak Anniversary|Heartbreak Anniversary}","Heartbreak Anniversary",,
"Title","1.0","Title-{MB_80101+spy_6910}","MB_80101+spy_6910","{Wrong|Wrong}","Wrong",,
"Title","1.0","Title-{MB_672+MB_673+spy_7659}","MB_672+MB_673+spy_7659","{Third Power|Third Power|Third Power}","Third Power",,
"Title","1.0","Title-{MB_63141+spy_5765}","MB_63141+spy_5765","{Do You Like It EP|Do You Like It EP}","Do You Like It EP",,
"Title","1.0","Title-{MB_20725+spy_5181}","MB_20725+spy_5181","{Lay Low (acoustic)|Lay Low (Acoustic)}","Lay Low (Acoustic)",,
"Title","1.0","Title-{MB_31898+WDC_43229}","MB_31898+WDC_43229","{Vanishing Lessons|Vanishing Lessons}","Vanishing Lessons",,
"Title","1.0","Title-{MB_13398+WDC_38537}","MB_13398+WDC_38537","{Pole Navigation|Pole Navigation}","Pole Navigation",,
"Title","0.0","Title-{MB_68813+spy_10690}","MB_68813+spy_10690","{How Can I Forget - Single|How Can I Forget}","How Can I Forget - Single",,
"Title","1.0","Title-{MB_29396+MB_29397+MB_29398+MB_29399+spy_17994}","MB_29396+MB_29397+MB_29398+MB_29399+spy_17994","{The Golden Child|The Golden Child|The Golden Child|The Golden Child|The Golden Child}","The Golden Child",,
"Title","1.0","Title-{MB_39775+spy_18751}","MB_39775+spy_18751","{Freestyle|Freestyle}","Freestyle",,
"Title","0.0","Title-{MB_19787+WDC_1583}","MB_19787+WDC_1583","{We Can't Fly - The Remixes|We Can't Fly}","We Can't Fly - The Remixes",,
"Title","1.0","Title-{MB_71195+WDC_182}","MB_71195+WDC_182","{Texas Fever|Texas Fever}","Texas Fever",,
"Title","1.0","Title-{MB_27420+WDC_38862}","MB_27420+WDC_38862","{Bob Marley|Bob Marley}","Bob Marley",,
"Title","1.0","Title-{MB_78580+spy_12552}","MB_78580+spy_12552","{Masterpiece Theatre Director's Cut|Masterpiece Theatre Director's Cut}","Masterpiece Theatre Director's Cut",,
"Title","1.0","Title-{MB_42263+WDC_13498}","MB_42263+WDC_13498","{Air|Air}","Air",,
"Title","1.0","Title-{MB_64483+spy_15392}","MB_64483+spy_15392","{Let It Die|Let It Die}","Let It Die",,
"Title","1.0","Title-{MB_75620+WDC_12498+WDC_2022+WDC_38648+WDC_43785}","MB_75620+WDC_12498+WDC_2022+WDC_38648+WDC_43785","{Jack it Up|Jack It Up|Jack It Up|Jack It Up|Jack It Up}","Jack It Up",,
"Title","1.0","Title-{MB_7764+WDC_15520+WDC_27071}","MB_7764+WDC_15520+WDC_27071","{The Lost. The Sick. The Sacred.|The Lost, The Sick, The Sacred|The Lost, The Sick, The Sacred}","The Lost. The Sick. The Sacred.",,
"Title","1.0","Title-{MB_28644+WDC_15285}","MB_28644+WDC_15285","{Lose This Life|Lose This Life}","Lose This Life",,
"Title","1.0","Title-{MB_42074+MB_42077+MB_42080+MB_42081+MB_42082+spy_14961}","MB_42074+MB_42077+MB_42080+MB_42081+MB_42082+spy_14961","{Antares|Antares|Antares|Antares|Antares|Antares}","Antares",,
"Title","1.0","Title-{MB_61321+spy_9601}","MB_61321+spy_9601","{Get with the Times|Get With The Times}","Get With The Times",,
"Title","0.0","Title-{MB_58885+WDC_21231}","MB_58885+WDC_21231","{Take the A Train|Take the A Train - EP}","Take the A Train - EP",,
"Title","0.75","Title-{MB_28597+WDC_15086+WDC_23366+WDC_6829}","MB_28597+WDC_15086+WDC_23366+WDC_6829","{When The Smoke Clears|When The Smoke Clears (Explicit)|When The Smoke Clears (Explicit)|When The Smoke Clears (Explicit)}","When The Smoke Clears (Explicit)",,
"Title","1.0","Title-{MB_74761+WDC_31231}","MB_74761+WDC_31231","{Rediscovered|Rediscovered}","Rediscovered",,
"Title","1.0","Title-{MB_36534+WDC_12993}","MB_36534+WDC_12993","{Boarding House Reach|Boarding House Reach}","Boarding House Reach",,
"Title","1.0","Title-{MB_57160+WDC_30923}","MB_57160+WDC_30923","{Après Ski und Weiber|Après Ski und Weiber}","Après Ski und Weiber",,
"Title","1.0","Title-{MB_14358+WDC_13563}","MB_14358+WDC_13563","{Positively Somewhere|Positively Somewhere}","Positively Somewhere",,
"Title","1.0","Title-{MB_62814+spy_12950}","MB_62814+spy_12950","{אלול תשע״ט|אלול תשע״ט}","אלול תשע״ט",,
"Title","1.0","Title-{MB_54674+WDC_3511}","MB_54674+WDC_3511","{Crawfish|Crawfish}","Crawfish",,
"Title","0.0","Title-{MB_3735+WDC_16415}","MB_3735+WDC_16415","{The Acoustic Sessions, Vol. 2|The Acoustic Sessions, Vol. 1}","The Acoustic Sessions, Vol. 1",,
"Title","1.0","Title-{MB_56597+spy_16652}","MB_56597+spy_16652","{Los del espacio|Los del Espacio}","Los del Espacio",,
"Title","0.0","Title-{MB_73616+spy_16718}","MB_73616+spy_16718","{So schön anders|So schön anders (Deluxe Version)}","So schön anders (Deluxe Version)",,
"Title","0.0","Title-{MB_17330+spy_6341}","MB_17330+spy_6341","{Felipe Araújo in Brasília|Felipe Araújo In Brasília (Ao Vivo)}","Felipe Araújo In Brasília (Ao Vivo)",,
"Title","1.0","Title-{MB_21226+spy_15025}","MB_21226+spy_15025","{Al monte|Al Monte}","Al monte",,
"Title","1.0","Title-{MB_51199+WDC_35664}","MB_51199+WDC_35664","{Bing Bong|Bing Bong}","Bing Bong",,
"Title","1.0","Title-{MB_47024+WDC_20403+WDC_4779}","MB_47024+WDC_20403+WDC_4779","{Harlem World|Harlem World|Harlem World}","Harlem World",,
"Title","0.0","Title-{MB_29122+WDC_24664}","MB_29122+WDC_24664","{The Best of the Wailers|The Best Of Bob Marley And The Wailers}","The Best Of Bob Marley And The Wailers",,
"Title","1.0","Title-{WDC_24081+spy_17226}","WDC_24081+spy_17226","{Lips|Lips}","Lips",,
"Title","1.0","Title-{MB_7977+WDC_1799+WDC_26486}","MB_7977+WDC_1799+WDC_26486","{Waking Up|Waking Up|Waking Up}","Waking Up",,
"Title","1.0","Title-{MB_46399+WDC_33803}","MB_46399+WDC_33803","{Siete segundos / Garua|Siete segundos / Garua}","Siete segundos / Garua",,
"Title","1.0","Title-{MB_60635+spy_4932}","MB_60635+spy_4932","{Evdekilere Selam|Evdekilere Selam}","Evdekilere Selam",,
"Title","0.0","Title-{MB_14147+WDC_13777}","MB_14147+WDC_13777","{Throwing the Game|Throwing The Game (Explicit)}","Throwing The Game (Explicit)",,
"Title","1.0","Title-{MB_63053+WDC_10795}","MB_63053+WDC_10795","{El Matador (LFC)|El Matador (LFC)}","El Matador (LFC)",,
"Title","1.0","Title-{MB_28687+WDC_30568}","MB_28687+WDC_30568","{no es bueno mirar al sol|No Es Bueno Mirar Al Sol}","No Es Bueno Mirar Al Sol",,
"Title","1.0","Title-{MB_18264+spy_12166}","MB_18264+spy_12166","{Evil Twin (with Denzel Curry, Zillakami)|Evil Twin (with Denzel Curry, Zillakami)}","Evil Twin (with Denzel Curry, Zillakami)",,
"Title","1.0","Title-{MB_4307+WDC_33400}","MB_4307+WDC_33400","{Automatic Thrill|Automatic Thrill}","Automatic Thrill",,
"Title","1.0","Title-{MB_11992+spy_19392}","MB_11992+spy_19392","{La rubia (remix 2)|La Rubia (Remix 2)}","La rubia (remix 2)",,
"Title","1.0","Title-{MB_11516+WDC_26939}","MB_11516+WDC_26939","{Weekend|Weekend}","Weekend",,
"Title","1.0","Title-{MB_23059+WDC_26039}","MB_23059+WDC_26039","{Gentlemen’s Brawl|Gentlemen's Brawl}","Gentlemen's Brawl",,
